R	RNG	RG	CS1	CS2	CST	A-9	A-8	A-7	A-6	A-5	A-4	A-3	A-2	A-1	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9
0.779	0.305	8.000	32.000	35.000	67.000	0.010	0.040	0.010	0.030	0.020	0.050	0.040	0.160	0.170	0.000	0.110	0.150	0.020	0.060	0.030	0.050	0.010	0.020	0.020
0.991	0.279	8.000	25.000	35.000	60.000	0.020	0.040	0.010	0.030	0.030	0.060	0.050	0.110	0.130	0.000	0.120	0.160	0.040	0.070	0.040	0.050	0.030	0.000	0.010
0.529	0.284	9.000	26.000	35.000	61.000	0.040	0.020	0.010	0.030	0.020	0.050	0.070	0.120	0.090	0.000	0.170	0.140	0.060	0.050	0.040	0.060	0.020	0.010	0.000
0.788	0.293	8.000	31.000	31.000	62.000	0.060	0.010	0.010	0.040	0.050	0.030	0.040	0.070	0.100	0.020	0.170	0.180	0.060	0.030	0.050	0.020	0.030	0.020	0.010
1.351	0.300	7.000	30.000	32.000	62.000	0.020	0.040	0.020	0.050	0.040	0.040	0.040	0.110	0.090	0.000	0.180	0.150	0.050	0.020	0.040	0.030	0.030	0.020	0.030
0.729	0.291	8.000	39.000	31.000	70.000	0.030	0.030	0.000	0.020	0.010	0.060	0.090	0.110	0.090	0.000	0.220	0.130	0.050	0.060	0.010	0.060	0.020	0.010	0.000
1.608	0.284	8.000	27.000	21.000	48.000	0.030	0.010	0.040	0.040	0.030	0.040	0.060	0.080	0.130	0.000	0.140	0.130	0.120	0.030	0.050	0.010	0.020	0.040	0.000
1.258	0.283	8.000	30.000	29.000	59.000	0.040	0.040	0.020	0.040	0.020	0.030	0.020	0.110	0.140	0.000	0.160	0.140	0.040	0.050	0.060	0.040	0.020	0.010	0.020
1.346	0.279	8.000	35.000	27.000	62.000	0.030	0.020	0.030	0.020	0.030	0.030	0.040	0.140	0.190	0.010	0.130	0.090	0.060	0.010	0.040	0.060	0.040	0.020	0.010
R	RNG	RG	CS1	CS2	CST	A-9	A-8	A-7	A-6	A-5	A-4	A-3	A-2	A-1	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9
3.034	0.303	7.000	26.000	20.000	46.000	0.010	0.040	0.040	0.040	0.070	0.030	0.090	0.090	0.080	0.000	0.140	0.070	0.040	0.080	0.050	0.040	0.030	0.030	0.030
1.492	0.283	7.000	36.000	25.000	61.000	0.030	0.050	0.040	0.010	0.010	0.060	0.050	0.080	0.130	0.000	0.170	0.130	0.040	0.050	0.040	0.050	0.020	0.010	0.030
2.207	0.293	8.000	27.000	18.000	45.000	0.040	0.020	0.010	0.020	0.070	0.050	0.070	0.080	0.090	0.000	0.160	0.110	0.060	0.090	0.050	0.040	0.020	0.010	0.010
0.513	0.292	9.000	36.000	32.000	68.000	0.020	0.020	0.010	0.030	0.040	0.030	0.040	0.150	0.160	0.000	0.160	0.130	0.060	0.050	0.030	0.010	0.020	0.020	0.020
0.567	0.281	9.000	49.000	19.000	68.000	0.030	0.040	0.010	0.020	0.030	0.040	0.070	0.050	0.120	0.000	0.250	0.140	0.050	0.060	0.030	0.020	0.000	0.030	0.010
0.860	0.297	9.000	29.000	26.000	55.000	0.040	0.030	0.020	0.050	0.040	0.020	0.030	0.100	0.120	0.010	0.170	0.120	0.050	0.070	0.030	0.030	0.020	0.030	0.020
0.665	0.276	8.000	40.000	27.000	67.000	0.040	0.040	0.000	0.030	0.020	0.020	0.040	0.140	0.200	0.000	0.130	0.110	0.040	0.040	0.040	0.020	0.050	0.020	0.020
0.769	0.247	9.000	32.000	20.000	52.000	0.030	0.040	0.000	0.050	0.050	0.040	0.060	0.080	0.080	0.000	0.200	0.100	0.060	0.080	0.050	0.040	0.010	0.010	0.020
0.790	0.308	9.000	41.000	21.000	62.000	0.030	0.010	0.040	0.020	0.050	0.030	0.050	0.080	0.150	0.000	0.190	0.110	0.040	0.080	0.050	0.030	0.020	0.020	0.000
0.476	0.284	9.000	34.000	27.000	61.000	0.010	0.040	0.070	0.030	0.050	0.030	0.030	0.070	0.090	0.000	0.190	0.160	0.060	0.040	0.020	0.030	0.020	0.040	0.020
0.365	0.243	10.000	31.000	24.000	55.000	0.010	0.010	0.000	0.040	0.040	0.070	0.060	0.150	0.160	0.000	0.130	0.090	0.070	0.060	0.010	0.040	0.010	0.040	0.010
0.437	0.290	8.000	39.000	34.000	73.000	0.040	0.010	0.030	0.030	0.030	0.030	0.050	0.090	0.130	0.000	0.180	0.180	0.060	0.040	0.020	0.020	0.020	0.040	0.000
1.382	0.296	8.000	27.000	29.000	56.000	0.040	0.020	0.030	0.040	0.030	0.040	0.050	0.080	0.060	0.000	0.190	0.180	0.070	0.070	0.040	0.030	0.010	0.020	0.000
1.075	0.329	8.000	35.000	31.000	66.000	0.050	0.010	0.010	0.020	0.040	0.060	0.060	0.060	0.080	0.000	0.230	0.170	0.080	0.050	0.000	0.040	0.030	0.010	0.000
1.227	0.274	8.000	33.000	19.000	52.000	0.020	0.050	0.010	0.020	0.020	0.070	0.080	0.070	0.170	0.000	0.130	0.120	0.050	0.040	0.040	0.040	0.020	0.010	0.040
0.397	0.311	8.000	36.000	32.000	68.000	0.040	0.010	0.020	0.030	0.020	0.070	0.060	0.100	0.110	0.000	0.170	0.130	0.030	0.080	0.050	0.040	0.030	0.000	0.010
0.408	0.286	9.000	35.000	38.000	73.000	0.040	0.000	0.010	0.020	0.040	0.070	0.020	0.130	0.140	0.010	0.170	0.150	0.050	0.040	0.040	0.020	0.020	0.020	0.010
0.732	0.255	8.000	39.000	20.000	59.000	0.010	0.030	0.040	0.010	0.030	0.060	0.050	0.080	0.170	0.000	0.170	0.120	0.070	0.040	0.040	0.040	0.000	0.040	0.000
0.583	0.296	9.000	40.000	22.000	62.000	0.020	0.020	0.020	0.030	0.040	0.060	0.040	0.100	0.190	0.000	0.130	0.110	0.070	0.040	0.030	0.020	0.030	0.040	0.010
1.569	0.302	8.000	30.000	27.000	57.000	0.060	0.010	0.030	0.030	0.050	0.030	0.030	0.090	0.120	0.000	0.170	0.120	0.060	0.060	0.030	0.030	0.050	0.010	0.020
0.179	0.261	8.000	35.000	31.000	66.000	0.030	0.020	0.000	0.020	0.050	0.030	0.070	0.120	0.160	0.010	0.130	0.140	0.070	0.040	0.030	0.030	0.000	0.030	0.020
0.437	0.275	8.000	30.000	28.000	58.000	0.020	0.020	0.020	0.040	0.050	0.010	0.070	0.110	0.160	0.000	0.140	0.130	0.060	0.060	0.020	0.000	0.050	0.030	0.010
0.464	0.250	9.000	34.000	21.000	55.000	0.010	0.060	0.020	0.010	0.040	0.030	0.060	0.100	0.140	0.010	0.160	0.110	0.080	0.020	0.080	0.020	0.020	0.020	0.010
1.535	0.273	9.000	25.000	30.000	55.000	0.030	0.030	0.020	0.040	0.040	0.050	0.050	0.110	0.090	0.000	0.160	0.130	0.040	0.040	0.070	0.030	0.050	0.010	0.010
0.448	0.299	9.000	33.000	24.000	57.000	0.040	0.020	0.020	0.060	0.030	0.020	0.050	0.090	0.120	0.000	0.170	0.130	0.050	0.050	0.060	0.050	0.010	0.020	0.010
0.561	0.269	8.000	34.000	26.000	60.000	0.030	0.020	0.040	0.010	0.060	0.000	0.070	0.120	0.140	0.000	0.160	0.100	0.070	0.060	0.030	0.000	0.050	0.010	0.030
2.091	0.322	7.000	32.000	58.000	90.000	0.010	0.030	0.030	0.040	0.020	0.020	0.050	0.150	0.110	0.000	0.170	0.190	0.030	0.040	0.060	0.010	0.000	0.000	0.040
0.908	0.275	8.000	32.000	29.000	61.000	0.030	0.020	0.010	0.040	0.040	0.030	0.050	0.130	0.170	0.000	0.140	0.120	0.030	0.030	0.060	0.000	0.060	0.030	0.010
0.381	0.330	9.000	29.000	25.000	54.000	0.050	0.000	0.020	0.060	0.060	0.050	0.020	0.080	0.060	0.000	0.200	0.150	0.080	0.040	0.030	0.050	0.030	0.010	0.010
1.000	0.289	8.000	28.000	29.000	57.000	0.030	0.050	0.020	0.020	0.030	0.030	0.040	0.100	0.110	0.000	0.180	0.150	0.100	0.040	0.010	0.040	0.010	0.030	0.010
0.812	0.317	8.000	28.000	41.000	69.000	0.020	0.030	0.050	0.030	0.040	0.030	0.040	0.100	0.080	0.000	0.180	0.150	0.070	0.080	0.020	0.040	0.010	0.020	0.010
1.079	0.235	8.000	39.000	23.000	62.000	0.040	0.040	0.030	0.030	0.030	0.040	0.030	0.060	0.150	0.000	0.160	0.150	0.050	0.050	0.020	0.060	0.030	0.010	0.020
0.934	0.293	9.000	34.000	30.000	64.000	0.040	0.030	0.000	0.030	0.040	0.030	0.040	0.120	0.100	0.000	0.200	0.160	0.080	0.020	0.040	0.020	0.010	0.030	0.010
1.330	0.260	8.000	30.000	32.000	62.000	0.030	0.010	0.000	0.050	0.020	0.050	0.060	0.140	0.160	0.000	0.120	0.140	0.040	0.070	0.020	0.020	0.020	0.040	0.010
1.282	0.336	8.000	40.000	23.000	63.000	0.060	0.010	0.020	0.040	0.020	0.020	0.090	0.030	0.150	0.000	0.170	0.160	0.060	0.020	0.070	0.030	0.030	0.010	0.010
0.725	0.318	8.000	28.000	34.000	62.000	0.020	0.030	0.020	0.040	0.030	0.050	0.060	0.110	0.090	0.000	0.190	0.160	0.040	0.030	0.030	0.030	0.010	0.050	0.010
R	RNG	RG	CS1	CS2	CST	A-9	A-8	A-7	A-6	A-5	A-4	A-3	A-2	A-1	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9
0.567	0.260	7.000	31.000	17.000	48.000	0.030	0.020	0.070	0.020	0.010	0.080	0.070	0.070	0.130	0.000	0.100	0.060	0.100	0.070	0.060	0.040	0.020	0.040	0.010
1.006	0.279	8.000	70.000	25.000	95.000	0.020	0.010	0.010	0.020	0.080	0.020	0.030	0.120	0.210	0.010	0.150	0.090	0.060	0.050	0.040	0.020	0.040	0.020	0.000
1.053	0.299	8.000	40.000	15.000	55.000	0.030	0.010	0.040	0.010	0.030	0.080	0.090	0.060	0.130	0.010	0.190	0.070	0.050	0.030	0.070	0.030	0.030	0.020	0.020
1.074	0.258	8.000	37.000	25.000	62.000	0.010	0.020	0.040	0.010	0.050	0.030	0.080	0.130	0.160	0.000	0.150	0.060	0.050	0.040	0.080	0.020	0.050	0.010	0.010
1.020	0.285	8.000	51.000	17.000	68.000	0.000	0.020	0.040	0.030	0.040	0.070	0.040	0.080	0.170	0.010	0.200	0.060	0.050	0.050	0.040	0.040	0.040	0.020	0.000
1.062	0.282	8.000	40.000	17.000	57.000	0.030	0.030	0.020	0.040	0.000	0.060	0.080	0.100	0.120	0.000	0.200	0.070	0.070	0.020	0.040	0.030	0.040	0.050	0.000
1.389	0.307	8.000	44.000	26.000	70.000	0.030	0.020	0.000	0.030	0.070	0.020	0.050	0.130	0.120	0.000	0.200	0.090	0.080	0.050	0.020	0.020	0.040	0.020	0.010
1.174	0.266	9.000	38.000	20.000	58.000	0.020	0.000	0.040	0.030	0.040	0.070	0.060	0.080	0.150	0.000	0.150	0.100	0.060	0.050	0.060	0.070	0.010	0.000	0.010
1.332	0.279	9.000	65.000	14.000	79.000	0.020	0.010	0.040	0.010	0.020	0.130	0.070	0.010	0.150	0.000	0.220	0.090	0.050	0.030	0.060	0.050	0.010	0.010	0.020
1.297	0.302	10.000	45.000	19.000	64.000	0.030	0.000	0.050	0.020	0.060	0.070	0.040	0.070	0.090	0.000	0.220	0.100	0.060	0.050	0.030	0.070	0.020	0.020	0.000
0.642	0.246	9.000	29.000	17.000	46.000	0.020	0.020	0.040	0.020	0.030	0.050	0.100	0.110	0.090	0.020	0.180	0.020	0.130	0.040	0.010	0.040	0.020	0.040	0.020
0.632	0.272	9.000	41.000	28.000	69.000	0.030	0.020	0.020	0.020	0.050	0.040	0.070	0.090	0.110	0.010	0.200	0.130	0.050	0.030	0.040	0.030	0.020	0.010	0.030
0.671	0.304	9.000	51.000	20.000	71.000	0.020	0.030	0.040	0.020	0.020	0.060	0.000	0.090	0.230	0.000	0.140	0.080	0.140	0.020	0.020	0.020	0.030	0.020	0.020
0.567	0.297	9.000	51.000	20.000	71.000	0.060	0.000	0.020	0.040	0.040	0.070	0.030	0.040	0.120	0.000	0.220	0.120	0.070	0.020	0.040	0.060	0.030	0.010	0.010
0.262	0.234	7.000	40.000	25.000	65.000	0.020	0.020	0.020	0.020	0.060	0.090	0.010	0.110	0.150	0.000	0.150	0.120	0.020	0.070	0.040	0.030	0.030	0.020	0.020
1.097	0.283	8.000	57.000	18.000	75.000	0.020	0.030	0.020	0.030	0.020	0.050	0.070	0.070	0.150	0.000	0.200	0.110	0.050	0.030	0.080	0.040	0.030	0.000	0.000
0.500	0.286	9.000	59.000	16.000	75.000	0.020	0.030	0.040	0.040	0.040	0.010	0.050	0.090	0.120	0.000	0.250	0.070	0.050	0.080	0.030	0.020	0.020	0.000	0.040
0.615	0.315	9.000	50.000	28.000	78.000	0.000	0.000	0.030	0.050	0.030	0.040	0.080	0.110	0.210	0.000	0.140	0.090	0.050	0.040	0.040	0.010	0.050	0.020	0.010
1.398	0.271	8.000	41.000	20.000	61.000	0.020	0.000	0.020	0.030	0.080	0.030	0.060	0.100	0.190	0.000	0.120	0.080	0.060	0.080	0.050	0.040	0.010	0.020	0.010
0.610	0.246	8.000	55.000	21.000	76.000	0.010	0.020	0.020	0.040	0.030	0.040	0.060	0.110	0.230	0.010	0.120	0.080	0.040	0.050	0.030	0.030	0.030	0.020	0.030
1.328	0.234	8.000	53.000	14.000	67.000	0.010	0.000	0.030	0.030	0.040	0.050	0.080	0.090	0.220	0.000	0.110	0.050	0.120	0.040	0.050	0.050	0.010	0.010	0.010
0.484	0.271	9.000	43.000	13.000	56.000	0.030	0.030	0.000	0.020	0.050	0.080	0.070	0.060	0.070	0.010	0.250	0.070	0.100	0.040	0.040	0.050	0.010	0.000	0.020
1.109	0.266	7.000	40.000	20.000	60.000	0.040	0.010	0.020	0.030	0.040	0.060	0.060	0.060	0.140	0.000	0.180	0.100	0.080	0.030	0.070	0.030	0.040	0.000	0.010
1.039	0.342	8.000	59.000	25.000	84.000	0.010	0.000	0.030	0.020	0.030	0.060	0.040	0.120	0.220	0.000	0.170	0.090	0.040	0.060	0.040	0.030	0.020	0.020	0.000
0.491	0.267	8.000	49.000	20.000	69.000	0.040	0.000	0.020	0.020	0.030	0.090	0.050	0.090	0.130	0.000	0.190	0.090	0.060	0.070	0.050	0.020	0.020	0.020	0.010
1.014	0.256	8.000	44.000	19.000	63.000	0.000	0.020	0.030	0.010	0.030	0.070	0.070	0.100	0.220	0.010	0.130	0.050	0.070	0.060	0.040	0.030	0.050	0.010	0.000
0.500	0.335	9.000	42.000	23.000	65.000	0.040	0.000	0.040	0.020	0.040	0.020	0.030	0.100	0.180	0.010	0.160	0.110	0.120	0.030	0.040	0.010	0.030	0.000	0.020
1.053	0.240	8.000	40.000	18.000	58.000	0.020	0.020	0.010	0.030	0.070	0.090	0.050	0.070	0.100	0.010	0.200	0.070	0.050	0.030	0.070	0.070	0.020	0.010	0.010
1.080	0.276	8.000	63.000	20.000	83.000	0.030	0.010	0.010	0.030	0.040	0.070	0.050	0.090	0.150	0.010	0.180	0.090	0.060	0.060	0.020	0.020	0.080	0.000	0.000
0.907	0.250	9.000	55.000	18.000	73.000	0.000	0.030	0.010	0.020	0.030	0.050	0.070	0.120	0.220	0.000	0.140	0.060	0.080	0.050	0.040	0.040	0.020	0.010	0.010
0.778	0.281	8.000	73.000	20.000	93.000	0.020	0.010	0.020	0.000	0.050	0.050	0.070	0.080	0.220	0.010	0.150	0.100	0.070	0.020	0.040	0.040	0.040	0.010	0.000
0.500	0.300	8.000	56.000	15.000	71.000	0.030	0.010	0.020	0.030	0.040	0.040	0.070	0.060	0.160	0.020	0.190	0.090	0.040	0.090	0.060	0.010	0.010	0.030	0.000
0.762	0.340	8.000	50.000	19.000	69.000	0.020	0.010	0.030	0.060	0.030	0.050	0.070	0.020	0.130	0.010	0.230	0.130	0.050	0.030	0.070	0.000	0.030	0.030	0.000
1.268	0.290	9.000	53.000	15.000	68.000	0.030	0.010	0.030	0.040	0.020	0.060	0.060	0.080	0.140	0.000	0.210	0.070	0.040	0.080	0.050	0.020	0.020	0.040	0.000
0.790	0.268	8.000	63.000	20.000	83.000	0.050	0.000	0.030	0.020	0.040	0.030	0.030	0.090	0.160	0.000	0.230	0.090	0.070	0.040	0.040	0.040	0.020	0.010	0.010
0.943	0.273	8.000	47.000	17.000	64.000	0.000	0.020	0.020	0.020	0.040	0.070	0.100	0.100	0.110	0.000	0.200	0.080	0.060	0.060	0.030	0.060	0.020	0.010	0.000
